family,cluster_config,load,policy,baseline,n_pairs,n_seed_blocks,mean_delta_throughput_horizon,sd_delta_throughput_horizon,ci95_low_delta_throughput_horizon,ci95_high_delta_throughput_horizon,wins_throughput_horizon,losses_throughput_horizon,ties_throughput_horizon,mean_delta_p95_wait_time,sd_delta_p95_wait_time,ci95_low_delta_p95_wait_time,ci95_high_delta_p95_wait_time,wins_p95_wait_time,losses_p95_wait_time,ties_p95_wait_time,mean_delta_mean_wait_time,sd_delta_mean_wait_time,ci95_low_delta_mean_wait_time,ci95_high_delta_mean_wait_time,wins_mean_wait_time,losses_mean_wait_time,ties_mean_wait_time,mean_delta_queued_at_horizon,sd_delta_queued_at_horizon,ci95_low_delta_queued_at_horizon,ci95_high_delta_queued_at_horizon,wins_queued_at_horizon,losses_queued_at_horizon,ties_queued_at_horizon,mean_delta_completion_ratio_horizon,sd_delta_completion_ratio_horizon,ci95_low_delta_completion_ratio_horizon,ci95_high_delta_completion_ratio_horizon,wins_completion_ratio_horizon,losses_completion_ratio_horizon,ties_completion_ratio_horizon,mean_delta_time_weighted_cpu_utilization,sd_delta_time_weighted_cpu_utilization,ci95_low_delta_time_weighted_cpu_utilization,ci95_high_delta_time_weighted_cpu_utilization,wins_time_weighted_cpu_utilization,losses_time_weighted_cpu_utilization,ties_time_weighted_cpu_utilization,mean_delta_time_weighted_ram_utilization,sd_delta_time_weighted_ram_utilization,ci95_low_delta_time_weighted_ram_utilization,ci95_high_delta_time_weighted_ram_utilization,wins_time_weighted_ram_utilization,losses_time_weighted_ram_utilization,ties_time_weighted_ram_utilization,mean_delta_time_weighted_queue_length,sd_delta_time_weighted_queue_length,ci95_low_delta_time_weighted_queue_length,ci95_high_delta_time_weighted_queue_length,wins_time_weighted_queue_length,losses_time_weighted_queue_length,ties_time_weighted_queue_length,mean_delta_time_weighted_active_nodes,sd_delta_time_weighted_active_nodes,ci95_low_delta_time_weighted_active_nodes,ci95_high_delta_time_weighted_active_nodes,wins_time_weighted_active_nodes,losses_time_weighted_active_nodes,ties_time_weighted_active_nodes,mean_delta_drained_throughput,sd_delta_drained_throughput,ci95_low_delta_drained_throughput,ci95_high_delta_drained_throughput,wins_drained_throughput,losses_drained_throughput,ties_drained_throughput
tiny_large,homog,low,tetris,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000529447,0.001674259,-0.000668246,0.001727140,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.011806672,0.037335975,-0.014901876,0.038515220,1,0,9,8.189538597,0.676390761,7.705677794,8.673399399,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
tiny_large,homog,low,hybrid,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000388048,0.001227115,-0.000489777,0.001265873,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.008653469,0.027364672,-0.010922038,0.028228977,1,0,9,7.084416692,0.772206332,6.532013560,7.636819824,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
tiny_large,homog,med,spread,binpack,10,10,-0.034000000,0.062574400,-0.078763029,0.010763029,3,5,2,0.142794029,0.212866107,-0.009481211,0.295069269,6,4,0,0.028931535,0.017329740,0.016534585,0.041328484,10,0,0,1.200000000,3.119829055,-1.031791260,3.431791260,6,3,1,-0.001110486,0.002071449,-0.002592311,0.000371340,3,5,2,-0.003170610,0.004136783,-0.006129886,-0.000211333,3,7,0,-0.000018877,0.001159385,-0.000848251,0.000810497,3,7,0,0.801926474,0.516893553,0.432163101,1.171689848,10,0,0,2.634532818,0.395827929,2.351374575,2.917691061,10,0,0,-0.101762644,0.188167734,-0.236369732,0.032844444,3,7,0
tiny_large,homog,med,tetris,binpack,10,10,-0.068000000,0.078993671,-0.124508668,-0.011491332,3,7,0,0.730259899,0.409893759,0.437039568,1.023480230,10,0,0,0.103316490,0.032485638,0.080077664,0.126555315,10,0,0,5.000000000,5.497474167,1.067343889,8.932656111,9,1,0,-0.002249560,0.002619317,-0.004123306,-0.000375814,3,7,0,-0.011352903,0.003871899,-0.014122693,-0.008583113,0,10,0,-0.002338940,0.001970475,-0.003748532,-0.000929347,1,9,0,2.779675514,0.998872925,2.065124869,3.494226159,10,0,0,2.481057674,0.423431399,2.178153099,2.783962249,10,0,0,-0.342202020,0.172409237,-0.465536158,-0.218867881,0,10,0
tiny_large,homog,med,hybrid,binpack,10,10,-0.036000000,0.062396581,-0.080635825,0.008635825,3,6,1,0.474813712,0.400538303,0.188285871,0.761341553,8,2,0,0.068429843,0.046711200,0.035014664,0.101845023,9,1,0,2.500000000,4.949747468,-1.040836034,6.040836034,6,4,0,-0.001208775,0.002040544,-0.002668492,0.000250942,3,6,1,-0.008131937,0.004544726,-0.011383039,-0.004880836,0,10,0,-0.001471297,0.002234295,-0.003069616,0.000127021,2,8,0,1.860816173,1.310632202,0.923246376,2.798385969,9,1,0,1.895395640,0.453305778,1.571120222,2.219671059,10,0,0,-0.197637343,0.167634481,-0.317555826,-0.077718860,1,9,0
tiny_large,homog,high,spread,binpack,10,10,-0.096000000,0.198617444,-0.238082360,0.046082360,3,7,0,0.157118588,0.624948414,-0.289942576,0.604179751,6,4,0,0.074667625,0.124871177,-0.014659834,0.163995084,7,3,0,7.100000000,12.573782247,-1.894741964,16.094741964,7,3,0,-0.002443668,0.005037755,-0.006047461,0.001160125,3,7,0,-0.001789969,0.001114634,-0.002587330,-0.000992607,0,10,0,-0.001726952,0.003549102,-0.004265827,0.000811922,3,7,0,2.183254371,4.126684760,-0.768798071,5.135306813,7,3,0,2.017048973,0.254340315,1.835104872,2.198993074,10,0,0,-0.038201213,0.139085526,-0.137697005,0.061294579,4,6,0
tiny_large,homog,high,tetris,binpack,10,10,0.194000000,0.340855134,-0.049833074,0.437833074,8,2,0,0.824878276,1.128058341,0.017913951,1.631842600,9,1,0,-0.204421739,0.266570131,-0.395114524,-0.013728955,3,7,0,-9.300000000,27.892850538,-29.253343259,10.653343259,3,7,0,0.004950552,0.008614787,-0.001212095,0.011113199,8,2,0,-0.002268560,0.002124836,-0.003788577,-0.000748544,2,8,0,0.002655341,0.008297621,-0.003280420,0.008591101,5,5,0,-8.073675562,8.558209824,-14.195850062,-1.951501061,3,7,0,1.901128818,0.275191772,1.704268483,2.097989153,10,0,0,-0.124779016,0.189708515,-0.260488313,0.010930280,2,8,0
tiny_large,homog,high,hybrid,binpack,10,10,0.104000000,0.192018518,-0.033361773,0.241361773,8,2,0,0.010060305,0.832026516,-0.585135609,0.605256219,5,5,0,-0.100572184,0.127048424,-0.191457152,-0.009687217,3,7,0,-3.000000000,16.633299933,-14.898745976,8.898745976,4,5,1,0.002666387,0.004847673,-0.000801429,0.006134203,8,2,0,-0.000946372,0.001007047,-0.001666770,-0.000225974,2,8,0,0.001188895,0.004457416,-0.001999749,0.004377538,5,5,0,-3.968088092,4.113579159,-6.910765352,-1.025410833,2,8,0,1.383448149,0.237245871,1.213732676,1.553163621,10,0,0,-0.032993555,0.147029743,-0.138172298,0.072185187,2,8,0
tiny_large,hetero,low,spread,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000140193,0.000443328,-0.000176945,0.000457330,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.003140315,0.009930548,-0.003963571,0.010244201,1,0,9,6.931395931,0.683038599,6.442779553,7.420012310,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
tiny_large,hetero,low,tetris,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000023134,0.000073156,-0.000075467,0.000029199,0,1,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000518202,0.001638700,-0.001690458,0.000654053,0,1,9,5.189088260,0.670624686,4.709352260,5.668824261,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
tiny_large,hetero,low,hybrid,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000165225,0.000522486,-0.000208539,0.000538989,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.003701032,0.011703691,-0.004671284,0.012073348,1,0,9,3.585702162,0.816180371,3.001841897,4.169562427,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
tiny_large,hetero,med,spread,binpack,10,10,-0.030000000,0.038005848,-0.057187745,-0.002812255,1,8,1,0.239951344,0.449954793,-0.081926924,0.561829613,8,2,0,0.013648865,0.046507283,-0.019620441,0.046918172,6,4,0,1.700000000,3.164033993,-0.563413568,3.963413568,8,1,1,-0.001008807,0.001248209,-0.001901721,-0.000115892,1,8,1,-0.001938775,0.002609482,-0.003805487,-0.000072064,2,8,0,-0.000805901,0.002085177,-0.002297548,0.000685745,4,6,0,0.337609941,1.338056940,-0.619578331,1.294798214,6,4,0,2.157758365,0.344292046,1.911466672,2.404050058,10,0,0,-0.104706475,0.157036804,-0.217043838,0.007630887,1,8,1
tiny_large,hetero,med,tetris,binpack,10,10,-0.068000000,0.037947332,-0.095145886,-0.040854114,0,10,0,0.157892660,0.383768822,-0.116639017,0.432424337,7,3,0,0.029821408,0.049924660,-0.005892543,0.065535358,8,2,0,5.200000000,5.006662228,1.618449599,8.781550401,9,1,0,-0.002285576,0.001320543,-0.003230236,-0.001340917,0,10,0,-0.004064145,0.003972442,-0.006905858,-0.001222431,0,10,0,-0.000654967,0.003020621,-0.002815789,0.001505856,3,7,0,0.771206262,1.455945707,-0.270314555,1.812727078,8,2,0,1.101601665,0.438183405,0.788144140,1.415059190,10,0,0,-0.159356113,0.231973725,-0.325300119,0.006587893,2,8,0
tiny_large,hetero,med,hybrid,binpack,10,10,-0.058000000,0.042635405,-0.088499532,-0.027500468,1,9,0,0.423331388,0.506694880,0.060863707,0.785799070,8,2,0,0.029784219,0.048780080,-0.005110948,0.064679385,9,1,0,3.800000000,5.287301349,0.017692466,7.582307534,8,2,0,-0.001940661,0.001438353,-0.002969596,-0.000911725,1,9,0,-0.002971346,0.001980623,-0.004388198,-0.001554493,1,9,0,-0.001814352,0.002414127,-0.003541314,-0.000087389,2,8,0,0.786652836,1.378566078,-0.199513928,1.772819601,8,2,0,0.578762960,0.439954888,0.264038192,0.893487727,10,0,0,-0.088919448,0.229777388,-0.253292289,0.075453394,3,6,1
tiny_large,hetero,high,spread,binpack,10,10,0.282000000,0.320340097,0.052842499,0.511157501,8,2,0,0.339661301,0.877110347,-0.287785643,0.967108245,5,5,0,-0.291338598,0.311997853,-0.514528417,-0.068148780,3,7,0,-14.200000000,22.359685945,-30.195155756,1.795155756,3,7,0,0.007184726,0.008075261,0.001408032,0.012961420,8,2,0,0.002749578,0.002404886,0.001029226,0.004469930,9,1,0,0.004135146,0.007325730,-0.001105366,0.009375658,7,3,0,-9.929202319,10.068080948,-17.131473555,-2.726931083,3,7,0,1.649020497,0.153560302,1.539170074,1.758870920,10,0,0,0.015917721,0.111108604,-0.063564587,0.095400028,6,4,0
tiny_large,hetero,high,tetris,binpack,10,10,0.328000000,0.189783502,0.192237061,0.463762939,10,0,0,0.071525638,0.577569326,-0.341642568,0.484693844,7,3,0,-0.351365265,0.187385726,-0.485412939,-0.217317592,0,10,0,-16.100000000,16.380544015,-27.817935284,-4.382064716,1,8,1,0.008352978,0.004779470,0.004933951,0.011772004,10,0,0,0.003083785,0.002680284,0.001166426,0.005001144,9,1,0,0.005154942,0.005306264,0.001359070,0.008950815,9,1,0,-11.933448968,5.849693373,-16.118067520,-7.748830416,0,10,0,0.799472480,0.245601688,0.623779617,0.975165344,10,0,0,-0.001394127,0.121839814,-0.088553080,0.085764826,6,4,0
tiny_large,hetero,high,hybrid,binpack,10,10,0.168000000,0.255290684,-0.014623954,0.350623954,7,2,1,0.399817404,0.858671896,-0.214439467,1.014074275,5,5,0,-0.207716501,0.217572227,-0.363358296,-0.052074705,1,9,0,-7.900000000,18.453846332,-21.101086415,5.301086415,3,5,2,0.004184602,0.006387117,-0.000384466,0.008753670,7,2,1,0.002736773,0.001948044,0.001343226,0.004130320,10,0,0,0.002630923,0.006830880,-0.002255594,0.007517441,7,3,0,-7.354453226,6.827975123,-12.238892383,-2.470014068,1,9,0,0.382482730,0.224236409,0.222073666,0.542891794,10,0,0,0.039644347,0.112520133,-0.040847707,0.120136401,7,3,0
drift,homog,low,spread,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.073770312,0.123867393,-0.014839083,0.162379707,8,1,1,0.014256792,0.016611774,0.002373445,0.026140139,7,3,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.227838863,0.268986036,0.035417844,0.420259882,7,3,0,4.692695199,0.586054670,4.273456943,5.111933454,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,homog,low,tetris,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.364775629,0.540653123,-0.021984316,0.751535574,9,1,0,0.064487994,0.043544005,0.033338489,0.095637499,9,1,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,1.042027529,0.709882343,0.534208292,1.549846766,9,1,0,4.682502619,0.577402309,4.269453890,5.095551348,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,homog,low,hybrid,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.339516840,0.309588967,0.118050235,0.560983445,9,1,0,0.053649117,0.026676879,0.034565627,0.072732606,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.868324716,0.433919492,0.557917411,1.178732021,10,0,0,4.300049991,0.529037104,3.921599645,4.678500337,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,homog,med,spread,binpack,10,10,0.234000000,0.204407001,0.087776040,0.380223960,9,1,0,0.539158940,0.493042462,0.186457610,0.891860270,9,1,0,-0.307133545,0.218881916,-0.463712235,-0.150554855,1,9,0,-14.500000000,12.186057607,-23.217380465,-5.782619535,1,9,0,0.010145626,0.008792020,0.003856194,0.016435058,9,1,0,0.002655909,0.003140769,0.000409138,0.004902680,8,2,0,0.010582362,0.008140094,0.004759290,0.016405435,8,2,0,-6.043641718,4.226609847,-9.067176260,-3.020107175,1,9,0,1.566214500,0.136540281,1.468539466,1.663889533,10,0,0,0.125366533,0.158542104,0.011952344,0.238780723,7,3,0
drift,homog,med,tetris,binpack,10,10,0.356000000,0.227996101,0.192901414,0.519098586,9,1,0,1.609072205,2.278486061,-0.020858533,3.239002944,9,1,0,-0.462877199,0.237242565,-0.632590306,-0.293164092,0,10,0,-21.900000000,13.763478243,-31.745799211,-12.054200789,0,9,1,0.015435652,0.009800717,0.008424641,0.022446662,9,1,0,0.002396070,0.003625020,-0.000197113,0.004989253,9,1,0,0.017356592,0.010770834,0.009651602,0.025061583,9,1,0,-9.167154945,4.711868945,-12.537822934,-5.796486955,0,10,0,1.566214500,0.136540281,1.468539466,1.663889533,10,0,0,0.235629316,0.152994224,0.126183841,0.345074791,10,0,0
drift,homog,med,hybrid,binpack,10,10,0.334000000,0.223119300,0.174390068,0.493609932,9,1,0,1.027070826,1.473323322,-0.026881187,2.081022840,9,1,0,-0.408332145,0.293806158,-0.618508409,-0.198155882,1,9,0,-18.900000000,10.650508595,-26.518914875,-11.281085125,1,9,0,0.014371238,0.009321791,0.007702831,0.021039646,9,1,0,0.002471406,0.002522937,0.000666606,0.004276206,9,1,0,0.012595758,0.010124427,0.005353179,0.019838336,9,1,0,-8.277690845,5.973628827,-12.550967480,-4.004414210,1,9,0,1.468677777,0.119703875,1.383046783,1.554308771,10,0,0,0.146418178,0.168170949,0.026115929,0.266720428,8,2,0
drift,homog,high,spread,binpack,10,10,0.542000000,0.259306768,0.356503113,0.727496887,10,0,0,0.022568943,1.456505460,-1.019352297,1.064490182,3,7,0,-0.759300021,0.306745760,-0.978732718,-0.539867323,0,10,0,-25.400000000,20.554534509,-40.103828210,-10.696171790,1,9,0,0.018056387,0.008431690,0.012024719,0.024088054,10,0,0,-0.000919872,0.001475374,-0.001975290,0.000135547,4,6,0,0.025601605,0.010367480,0.018185156,0.033018053,10,0,0,-15.428392874,5.229617226,-19.169435672,-11.687350076,0,10,0,1.202686401,0.087791985,1.139883799,1.265489004,10,0,0,0.261640490,0.165435736,0.143294894,0.379986086,10,0,0
drift,homog,high,tetris,binpack,10,10,0.980000000,0.425310344,0.675751308,1.284248692,10,0,0,0.553691508,2.159511547,-0.991129991,2.098513007,5,5,0,-1.231045898,0.392475465,-1.511805932,-0.950285864,0,10,0,-46.400000000,27.338210947,-65.956577997,-26.843422003,1,9,0,0.032767594,0.014122695,0.022664827,0.042870362,10,0,0,-0.003463980,0.001781913,-0.004738683,-0.002189276,0,10,0,0.043347548,0.013853133,0.033437614,0.053257483,10,0,0,-24.863727876,7.682442836,-30.359416413,-19.368039339,0,10,0,1.202686401,0.087791985,1.139883799,1.265489004,10,0,0,0.433872811,0.207828455,0.285201291,0.582544332,10,0,0
drift,homog,high,hybrid,binpack,10,10,0.858000000,0.368233018,0.594581968,1.121418032,10,0,0,-0.024532355,1.629759207,-1.190391859,1.141327149,4,6,0,-1.158518827,0.383489540,-1.432850718,-0.884186936,0,10,0,-38.500000000,24.527762049,-56.046103969,-20.953896031,0,10,0,0.028861014,0.012755158,0.019736524,0.037985504,10,0,0,-0.001443194,0.001729642,-0.002680505,-0.000205883,2,8,0,0.038051326,0.014146669,0.027931409,0.048171244,10,0,0,-23.366632248,6.523575664,-28.033317150,-18.699947345,0,10,0,1.131725929,0.074679691,1.078303296,1.185148561,10,0,0,0.401226355,0.203938993,0.255337188,0.547115522,10,0,0
drift,hetero,low,spread,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.321096398,0.383217458,0.046959143,0.595233653,9,0,1,0.029172739,0.023666168,0.012242983,0.046102495,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.472549531,0.377289752,0.202652702,0.742446361,10,0,0,4.102912427,0.458117002,3.775195266,4.430629588,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,hetero,low,tetris,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.532710028,0.370966992,0.267336229,0.798083828,10,0,0,0.056847799,0.022089291,0.041046072,0.072649526,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.915622774,0.355818307,0.661085691,1.170159857,10,0,0,3.012359930,0.653242267,2.545058564,3.479661297,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,hetero,low,hybrid,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.470672716,0.476027193,0.130143375,0.811202056,10,0,0,0.056959683,0.027808267,0.037066847,0.076852519,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.928276907,0.476685221,0.587276842,1.269276972,10,0,0,1.835823109,0.611566139,1.398335048,2.273311170,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
drift,hetero,med,spread,binpack,10,10,0.040000000,0.222311093,-0.119031776,0.199031776,7,3,0,0.328829367,0.311338423,0.106111276,0.551547458,9,1,0,-0.171939458,0.285735655,-0.376342432,0.032463515,3,7,0,-2.800000000,11.013123485,-10.678313941,5.078313941,3,7,0,0.001879779,0.009675806,-0.005041876,0.008801434,7,3,0,0.001880608,0.004238228,-0.001151238,0.004912454,7,3,0,0.004285760,0.010308117,-0.003088223,0.011659742,7,3,0,-3.488471619,5.467837530,-7.399926956,0.422983719,2,8,0,1.326803559,0.132531437,1.231996280,1.421610837,10,0,0,0.047439509,0.139604489,-0.052427527,0.147306544,7,3,0
drift,hetero,med,tetris,binpack,10,10,0.208000000,0.174915853,0.082872737,0.333127263,9,1,0,0.429835615,0.476089254,0.089261879,0.770409351,7,3,0,-0.260099734,0.200153792,-0.403281131,-0.116918336,2,8,0,-8.600000000,9.628660920,-15.487929084,-1.712070916,1,9,0,0.008909176,0.007428015,0.003595494,0.014222857,9,1,0,0.002450186,0.003900315,-0.000339931,0.005240303,7,3,0,0.005939458,0.008290783,0.000008590,0.011870327,8,2,0,-5.450820762,3.682669345,-8.085243710,-2.816397814,1,9,0,0.997116967,0.114721093,0.915050441,1.079183492,10,0,0,0.072579959,0.172262260,-0.050649038,0.195808957,7,3,0
drift,hetero,med,hybrid,binpack,10,10,0.242000000,0.167716692,0.122022706,0.361977294,9,1,0,0.292566599,0.373871847,0.025114791,0.560018406,7,3,0,-0.313930033,0.143586995,-0.416645981,-0.211214085,0,10,0,-8.800000000,7.941452428,-14.480972838,-3.119027162,0,10,0,0.010447933,0.006851901,0.005546378,0.015349487,9,1,0,0.002460378,0.003359710,0.000056986,0.004863770,7,3,0,0.007257362,0.005603776,0.003248662,0.011266061,9,1,0,-6.620459421,2.823668275,-8.640390021,-4.600528820,0,10,0,0.858262126,0.122587382,0.770568395,0.945955856,10,0,0,0.077445600,0.144000866,-0.025566413,0.180457614,7,3,0
drift,hetero,high,spread,binpack,10,10,0.326000000,0.398892912,0.040649200,0.611350800,9,1,0,-0.128120027,0.637778150,-0.584359032,0.328118977,4,6,0,-0.458152632,0.585563111,-0.877039247,-0.039266016,3,7,0,-12.800000000,36.562883426,-38.955511161,13.355511161,4,6,0,0.011171488,0.013559296,0.001471752,0.020871224,9,1,0,-0.000420963,0.001288695,-0.001342840,0.000500914,3,7,0,0.013304273,0.013148312,0.003898537,0.022710009,10,0,0,-9.007216288,9.119978373,-15.531255799,-2.483176777,1,9,0,1.031285095,0.099018528,0.960451507,1.102118683,10,0,0,0.142009948,0.194346146,0.002983090,0.281036806,7,3,0
drift,hetero,high,tetris,binpack,10,10,0.640000000,0.534665004,0.257523697,1.022476303,9,1,0,-0.212912613,0.884945001,-0.845964131,0.420138905,2,8,0,-0.841910236,0.613599203,-1.280852664,-0.402967809,0,10,0,-34.400000000,37.544640097,-61.257817575,-7.542182425,1,9,0,0.021664184,0.018245574,0.008612087,0.034716281,9,1,0,-0.001338396,0.002024307,-0.002786499,0.000109706,2,8,0,0.022890674,0.015972917,0.011464338,0.034317011,10,0,0,-16.439034069,11.399881683,-24.594018158,-8.284049980,0,10,0,0.764149626,0.111936870,0.684074813,0.844224439,10,0,0,0.227869680,0.248482289,0.050116158,0.405623201,9,1,0
drift,hetero,high,hybrid,binpack,10,10,0.436000000,0.614115443,-0.003311723,0.875311723,7,3,0,0.157378080,0.690542114,-0.336605990,0.651362150,5,5,0,-0.594628058,0.758885085,-1.137501745,-0.051754372,2,8,0,-22.800000000,41.098256248,-52.199921430,6.599921430,2,8,0,0.014680893,0.021026819,-0.000360787,0.029722574,7,3,0,-0.000906049,0.001734241,-0.002146651,0.000334552,2,8,0,0.015851730,0.017181755,0.003560644,0.028142817,8,2,0,-12.777572054,12.948567073,-22.040418933,-3.514725176,3,7,0,0.663855192,0.111792478,0.583883671,0.743826714,10,0,0,0.103465376,0.289322780,-0.103503673,0.310434425,7,3,0
pred_error,homog,low,spread,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000019612,0.000062017,-0.000024753,0.000063976,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000227494,0.000719399,-0.000287133,0.000742121,1,0,9,7.747733819,0.975184527,7.050128833,8.445338805,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
pred_error,homog,low,tetris,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.001049743,0.001591979,-0.000089090,0.002188577,7,0,3,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000036472,0.000071284,-0.000087466,0.000014521,0,3,7,-0.000005471,0.000010693,-0.000013120,0.000002178,0,3,7,0.012053569,0.018372365,-0.001089230,0.025196367,7,0,3,7.747008602,0.972882194,7.051050606,8.442966598,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
pred_error,homog,low,hybrid,binpack,10,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000828342,0.002098862,-0.000673093,0.002329777,5,0,5,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000008696,0.000018333,-0.000021810,0.000004419,0,2,8,-0.000001304,0.000002750,-0.000003271,0.000000663,0,2,8,0.009578623,0.024352098,-0.007841818,0.026999064,5,0,5,7.452354659,0.977949381,6.752771816,8.151937502,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
